diameter_km,lon,lat,tag
5.35085075118,92.8010341736,-12.0688527459,standard
6.48577680339,92.4134479578,-12.3754181144,standard
5.23931395642,93.6955481238,-12.7783325986,standard
5.4355783918,94.1751039502,-11.7765207695,standard
5.23542100094,94.0918933502,-11.2728776641,standard
5.26736644193,95.8283671874,-12.6984066276,standard
13.1836531778,97.0787159403,-12.0228679406,standard
12.4802774503,97.8812602799,-11.78527978,standard
12.1563876353,98.3969470247,-12.5812548618,standard
5.20823506492,98.8075256432,-13.2217575066,standard
14.5092268361,97.5823590456,-13.9170039673,standard
17.5902143446,95.7331129479,-13.326865633,standard
15.2380059756,91.3656513233,-14.0790456621,standard
5.75481597778,90.3868318968,-14.4064136805,standard
8.6171305211,90.2850083994,-13.6224822383,standard
5.14280828059,90.5028887863,-13.3629965514,standard
9.11789123933,90.269680131,-14.9910776333,standard
5.82608499208,90.2948622863,-15.2177170307,standard
17.2440608588,90.6189456758,-15.5363260387,standard
8.39839482383,91.1138297707,-15.1191781623,standard
5.52621256681,95.3389574741,-16.7330258521,standard
19.0505159278,91.2494504313,-18.6801977937,standard
9.7340121316,93.9232002814,-16.9569880713,standard
7.22802567018,94.5066156292,-18.3358404421,standard
14.9129141026,97.9672647168,-19.4414836744,standard
5.81108047449,98.12521375,-19.8171462399,standard
5.35599789435,95.1156443338,-20.2084614122,standard
5.19272476643,95.2422881532,-20.1216605921,standard
5.61231403605,95.3305119375,-20.0732798072,standard
9.99679900735,91.9137633523,-24.1520134898,standard
10.9723261828,92.9586378978,-23.7156707489,standard
17.3688568568,91.9665940877,-24.9581713788,standard
5.90721632977,94.4555087354,-23.6432730744,standard
8.37913228844,94.0465597092,-25.3142896696,standard
6.18032514121,96.5096952838,-23.6205722969,standard
8.73374144966,98.0237769395,-22.6526662157,standard
13.4836899853,98.0306905543,-23.9662530402,standard
6.44769943249,98.7082248112,-24.6069146845,standard
6.23886086678,98.1735719282,-24.8558048197,standard
6.25419294096,94.7974233353,-24.6898780629,standard
14.9003103684,97.9615544057,-26.5519450002,standard
6.15083682244,97.8509365678,-26.0587738064,standard
8.92041844266,93.3063870624,-27.0082435814,standard
12.6006519518,92.1794678393,-25.6808295271,standard
6.40585741931,91.4696700463,-24.5838693016,standard
9.21949157349,92.0556523283,-28.1264341032,standard
8.70596990396,92.4256126155,-29.7483400023,standard
12.0065592471,93.8566190064,-29.7734973018,standard
7.95221655717,95.3113028557,-28.0790791864,standard
6.6297428195,95.2772665093,-29.5944365228,standard
13.6005726045,96.418224035,-27.5359774848,standard
6.69103714341,96.5588089442,-28.0657606161,standard
10.3177272291,97.1152292161,-27.6425260475,standard
13.4217023852,97.5355041024,-27.8940990428,standard
8.30631838085,96.5721275145,-28.691733422,standard
5.22665755686,96.5854460849,-29.844529677,standard
10.387808387,96.3471916599,-29.566319541,standard
11.8347942561,98.0889646921,-29.7690577784,standard
7.4298807175,98.2191907132,-29.3798595562,standard
6.26781660652,98.6572236932,-29.3443433687,standard
6.66408839816,97.8655086786,-30.2218891699,standard
8.15169046769,97.958738671,-32.1723198041,standard
16.4808830072,96.8473779682,-30.8301038821,standard
5.74842651492,96.8044625749,-30.2899618628,standard
5.02585907294,96.9406079606,-30.2440867872,standard
7.22832929114,96.3827078475,-31.266657021,standard
5.26426034567,96.9406079606,-31.2858949559,standard
18.786642596,95.5895129917,-30.560772793,standard
5.51554469617,94.2620954812,-30.202651235,standard
9.85520190064,93.3016785756,-30.1123809249,standard
6.66227995248,92.5972741888,-32.1101664758,standard
6.2220872905,92.8740044836,-31.167507664,standard
5.29204024797,92.5750765715,-31.0698381482,standard
7.75467194811,91.0893160581,-30.4660629595,standard
5.01937590486,91.9446642421,-29.8933644349,standard
5.10048453114,90.4840610283,-34.5607834183,standard
15.9135757932,92.2776285006,-34.3506459751,standard
6.78587315617,92.5380805428,-35.5182406416,standard
7.48785474557,95.1914357227,-33.0750229049,standard
15.050470324,95.6413074319,-34.2736942354,standard
6.71700325848,98.5447557659,-34.8227153016,standard
5.46967367911,99.0197847747,-33.4435033509,standard
6.39023247102,98.1496381792,-36.049503614,standard
13.7421493404,97.899545025,-37.2170982804,standard
11.8815946864,95.4356095122,-37.2896104967,standard
12.4363905571,93.8270221835,-37.3206871608,standard
5.28231532986,93.226206677,-36.3262339088,standard
6.54737081601,91.5613853846,-36.9610857617,standard
9.01155803786,90.7223154532,-35.9089187048,standard
8.68693029771,90.0489877305,-35.8319669651,standard
5.84998299708,92.0793297867,-39.0121455939,standard
7.36496403138,96.5662081499,-38.6791813354,standard
6.97091842447,96.8636562208,-39.1808474849,standard
5.34927006311,90.9571451729,-41.5693523182,standard
5.84095948914,93.0759066276,-39.5429194612,standard
5.64162296097,94.0159796216,-42.336758844,standard
5.45455723337,90.7640944688,-42.6425223816,standard
5.35950496471,90.5338725111,-41.8175603664,standard
8.16440128191,93.3480961297,-43.9902800924,standard
6.92373950305,97.9777158107,-45.1341954448,standard
9.30982227554,97.3877720441,-46.8500684735,standard
9.968737147,96.8218097313,-46.7409528581,standard
10.4903818448,95.6754962335,-45.840449263,standard
10.3669593004,92.5243331872,-47.5023640203,standard
9.29058940173,90.048248069,-46.3488560863,standard
7.08696865951,90.0614378687,-48.1402706948,standard
